batting-hand,bowler_type_way_out,innings,batsman_runs,batsman_balls,batsman_4s,batsman_6s,batting_position,dismissed_ball,wickets_fallen,runs_scored
left,Right-arm offbreak_caught,1,10,30,1,0,5,23.4,3,97
left,Right-arm offbreak_caught,1,3,6,0,0,4,33.6,2,138
left,Right-arm fast-medium_caught,1,1,4,0,0,5,40.1,3,190
left,Right-arm fast-medium_caught,2,39,24,5,2,5,32.3,3,168
left,Left-arm fast-medium_caught,1,6,9,1,0,5,29.2,4,126
left,Right-arm medium_caught,2,21,23,2,0,5,29.2,3,166
left,Right-arm fast-medium_bowled,1,8,12,0,0,5,42.5,4,212
left,Right-arm fast_lbw,1,13,10,1,0,5,45.4,4,249
left,Slow left-arm orthodox_lbw,1,15,15,0,1,5,19.4,4,143
left,Right-arm fast-medium_caught,2,33,30,3,1,5,17.3,4,110
left,Right-arm fast-medium_caught,2,54,69,4,0,5,33.4,5,154
left,Right-arm fast-medium_bowled,2,53,92,7,0,5,30.5,3,112
left,Slow left-arm orthodox_stumped,2,30,39,3,0,4,25.1,4,103
left,Right-arm offbreak_caught,1,50,47,5,1,5,31.4,3,145
left,Left-arm fast-medium_caught,1,106,99,4,6,5,49.1,7,297
left,Right-arm fast-medium_caught,1,54,58,4,2,5,41.3,5,186
left,Left-arm fast-medium_caught,1,33,33,3,1,5,47.3,5,287
left,Left-arm fast-medium_caught,2,39,40,3,1,5,35.4,3,154
left,Right-arm offbreak_bowled,1,1,3,0,0,5,23.1,3,116
left,Right-arm fast-medium_caught,1,31,23,3,1,3,18.1,3,140
left,Right-arm offbreak_bowled,1,3,3,0,0,4,21.2,2,104
left,Right-arm fast-medium_caught,2,40,58,3,2,5,25.2,8,95
left,Right-arm offbreak_stumped,2,12,17,0,0,5,28.2,4,111
left,Right-arm medium_caught,1,17,27,0,1,5,30.5,4,142
left,Right-arm offbreak_caught,2,28,45,3,0,5,29.5,5,119
left,Right-arm offbreak_caught,1,10,18,0,0,5,27.6,3,120
left,Slow left-arm orthodox_caught,1,32,58,3,0,5,28.2,3,103
left,Right-arm offbreak_stumped,1,14,34,1,0,5,28.6,3,117
left,Right-arm offbreak_bowled,2,1,3,0,0,5,18.5,3,124
left,Right-arm medium-fast_caught,1,17,29,1,0,5,19.3,3,75
left,Right-arm medium_caught,2,1,4,0,0,6,23.1,4,152
left,Right-arm offbreak_caught,1,62,47,4,3,6,49.6,9,265
left,Right-arm offbreak_caught,2,5,5,1,0,6,48.6,4,238
left,Right-arm fast-medium_caught,2,0,1,0,0,6,17.3,4,84
left,Right-arm offbreak_lbw,2,4,14,0,0,6,19.1,4,78
left,Left-arm fast_caught,1,121,136,11,3,5,47.4,8,234
left,Right-arm fast-medium_caught,1,0,1,0,0,5,41.4,3,254
left,Right-arm medium_caught,2,2,13,0,0,5,17.6,3,54
left,Left-arm fast_bowled,2,0,1,0,0,5,10.4,3,46
left,Right-arm medium_caught,2,0,6,0,0,5,17.6,4,73
left,Slow left-arm orthodox_caught,1,17,41,1,0,5,25.6,3,104
left,Right-arm medium-fast_caught,1,46,42,4,2,5,49.1,6,300
left,Right-arm medium-fast_caught,1,27,47,2,1,5,34.3,3,161
left,Right-arm fast_caught,2,0,3,0,0,5,26.4,3,121
left,Left-arm fast-medium_lbw,1,50,46,1,3,4,22.5,2,171
left,Left-arm fast-medium_caught,2,88,47,6,6,4,35.2,5,274
left,Right-arm offbreak_bowled,1,71,82,4,2,4,32.6,3,194
left,Right-arm medium-fast_caught,2,113,82,12,5,4,39.1,2,309
left,Slow left-arm orthodox_caught,2,0,1,0,0,4,3.2,2,20
left,Right-arm fast-medium_caught,2,38,46,4,0,4,35.5,4,194
left,Right-arm fast_caught,2,85,87,4,4,4,42.3,9,245
left,Right-arm offbreak_caught,1,62,56,7,1,4,33.1,2,205
left,Right-arm fast_caught,2,92,92,8,2,4,39.4,4,238
left,Right-arm offbreak_caught,1,76,96,11,0,4,30.3,3,147
left,Left-arm fast_caught,1,29,29,1,1,4,48.5,4,274
left,Legbreak_stumped,1,14,13,2,0,5,40.2,3,227
left,Legbreak googly_caught,1,23,21,3,1,5,34.4,3,256
left,Right-arm fast_caught,2,29,28,1,2,4,34.3,2,169
left,Right-arm medium-fast_caught,1,8,24,0,0,5,33.6,3,187
left,Legbreak googly_caught,1,2,3,0,0,4,19.4,2,95
left,Right-arm medium-fast_caught,1,2,10,0,0,4,16.5,2,85
left,Right-arm fast-medium_caught,2,43,49,7,0,4,15.6,4,72
left,Right-arm fast-medium_caught,2,22,27,0,1,4,29.6,2,221
left,Right-arm offbreak_caught,1,20,18,2,1,4,24.1,2,137
left,Slow left-arm orthodox_bowled,2,68,80,9,0,4,30.2,2,147
left,Right-arm fast-medium_caught,2,11,24,1,0,4,14.3,3,72
left,Slow left-arm orthodox_caught,1,10,17,2,0,4,14.3,2,92
left,Right-arm medium-fast_caught,1,28,26,2,1,4,26.6,2,157
left,Right-arm medium-fast_caught,1,43,44,2,3,4,33.4,2,194
left,Right-arm offbreak_lbw,2,7,14,0,0,4,20.1,2,108
left,Right-arm offbreak_bowled,1,11,13,0,1,5,41.1,3,249
left,Right-arm medium-fast_caught,2,10,12,2,0,4,15.3,2,99
left,Right-arm medium_caught,1,76,79,5,2,4,38.1,3,213
left,Right-arm fast-medium_caught,1,107,93,7,5,4,47.4,5,315
left,Right-arm fast_caught,1,45,64,4,0,4,32.5,3,175
left,Left-arm medium-fast_caught,1,8,13,1,0,4,3.6,2,15
left,Left-arm medium-fast_caught,1,13,12,2,0,4,24.3,2,134
left,Right-arm medium-fast_caught,1,33,53,4,0,4,31.4,3,141
left,Right-arm fast-medium_caught,2,10,11,1,0,4,27.1,2,175
left,Right-arm medium-fast_caught,1,0,1,0,0,4,11.2,2,74
left,Right-arm fast-medium_caught,2,19,17,3,0,4,25.6,3,177
left,Right-arm fast_caught,2,1,4,0,0,5,44.4,3,288
left,Left-arm fast_bowled,2,21,27,2,1,5,27.1,3,157
left,Right-arm fast-medium_caught,1,41,50,2,1,5,34.6,4,172
left,Right-arm fast_caught,1,33,61,1,0,5,21.3,5,61
left,Right-arm medium_caught,1,3,10,0,0,5,28.3,3,157
left,Legbreak_caught,1,8,9,0,1,4,21.4,2,104
left,Right-arm medium-fast_caught,2,62,63,6,3,4,30.3,3,174
left,Right-arm medium-fast_bowled,1,48,71,3,1,4,35.6,3,139
left,Left-arm fast-medium_caught,1,5,6,1,0,5,39.4,3,274
left,Legbreak_caught,2,8,7,1,0,4,26.4,2,192
left,Right-arm medium-fast_caught,1,81,97,7,1,1,30.4,3,140
left,Right-arm fast-medium_caught,1,12,22,1,0,1,5.1,1,19
left,Right-arm fast-medium_caught,1,16,34,2,0,1,11.4,1,56
left,Right-arm fast_caught,1,49,57,7,0,1,19.2,1,129
left,Slow left-arm orthodox_bowled,1,76,105,4,0,1,35.6,2,161
left,Right-arm fast-medium_bowled,1,30,36,4,0,1,8.1,0,41
left,Right-arm medium-fast_caught,1,79,97,4,1,1,37.1,3,174
left,Right-arm offbreak_caught,1,78,103,9,0,1,32.5,2,166
left,Right-arm offbreak_stumped,1,43,63,4,0,1,22.5,1,144
left,Right-arm fast_caught,1,13,9,3,0,1,2.5,1,17
left,Left-arm fast-medium_caught,2,5,11,1,0,1,1.5,0,10
left,Right-arm fast-medium_caught,1,15,28,2,0,1,6.3,0,20
left,Slow left-arm orthodox_stumped,2,21,21,1,1,7,36.5,5,180
left,Left-arm medium-fast_lbw,1,5,23,0,0,2,7.4,0,24
left,Left-arm medium-fast_caught,1,112,112,8,2,2,42.5,2,270
left,Right-arm medium-fast_lbw,2,6,14,1,0,2,4.3,0,24
left,Right-arm fast-medium_caught,2,15,24,2,0,2,8.4,1,37
left,Legbreak googly_caught,1,41,60,4,0,2,23.3,1,114
left,Right-arm fast-medium_caught,2,25,37,3,0,1,11.4,1,54
left,Right-arm medium_caught,1,20,34,3,0,2,10.3,0,50
left,Right-arm offbreak_caught,1,59,50,4,3,5,44.5,4,213
left,Left-arm medium-fast_bowled,1,0,11,0,0,1,3.5,0,11
left,Right-arm offbreak_caught,1,31,53,0,0,6,35.2,4,155
left,Right-arm medium-fast_caught,1,110,114,8,2,6,48.2,9,230
left,Right-arm fast-medium_lbw,2,6,12,1,0,3,4.3,1,27
left,Right-arm fast-medium_caught,2,1,6,0,0,3,6.5,1,33
left,Right-arm medium_caught,1,16,30,0,0,3,19.1,2,96
left,Legbreak_caught,2,70,80,11,1,2,26.1,2,123
left,Right-arm fast-medium_bowled,1,2,6,0,0,2,1.6,0,4
left,Right-arm offbreak_bowled,2,30,55,2,0,5,34.1,4,156
left,Right-arm medium-fast_caught,1,40,58,4,0,4,24.1,3,82
left,Right-arm fast-medium_caught,1,151,151,16,5,2,47.5,1,347
left,Right-arm fast-medium_caught,1,0,4,0,0,1,0.4,0,0
left,Right-arm fast-medium_caught,1,25,40,5,0,2,12.5,2,51
left,Right-arm offbreak_bowled,2,55,69,7,0,3,21.4,3,114
left,Right-arm medium-fast_caught,2,15,17,2,0,1,6.5,0,46
left,Right-arm fast-medium_caught,1,36,52,3,0,2,19.4,3,64
left,Right-arm fast-medium_caught,2,45,48,6,0,2,16.1,1,92
left,Right-arm fast-medium_caught,2,71,84,5,0,2,29.5,1,166
left,Right-arm fast-medium_caught,2,62,73,6,0,1,29.6,3,167
left,Right-arm fast-medium_caught,2,5,8,1,0,1,1.5,0,10
left,Right-arm medium_caught,2,1,8,0,0,3,8.5,2,44
left,Slow left-arm orthodox_stumped,2,16,21,3,0,3,11.2,3,48
right,Right-arm offbreak_caught,2,0,2,0,0,5,15.6,3,68
right,Slow left-arm orthodox_caught,1,14,9,1,1,7,48.3,5,241
right,Left-arm fast-medium_caught,1,21,13,0,2,6,43.3,4,220
right,Right-arm medium-fast_caught,2,3,4,0,0,6,33.2,4,171
right,Right-arm offbreak_caught,1,14,25,1,0,6,38.2,5,159
right,Left-arm fast-medium_caught,2,2,3,0,0,6,30.1,4,169
right,Left-arm fast-medium_bowled,1,1,2,0,0,7,43.1,5,213
right,Right-arm fast-medium_caught,1,0,2,0,0,6,46.2,5,249
right,Right-arm fast-medium_caught,1,14,9,2,0,6,21.3,5,159
right,Slow left-arm orthodox_bowled,2,0,1,0,0,7,18.2,6,112
right,Legbreak_caught,2,75,65,5,3,7,43.2,8,216
right,Left-arm fast-medium_bowled,2,42,37,4,0,7,38.1,5,195
right,Right-arm fast_caught,1,49,36,3,1,7,48.3,5,295
right,Right-arm fast-medium_bowled,1,4,8,0,0,7,43.2,6,195
right,Left-arm fast-medium_caught,1,71,43,6,4,7,49.4,6,312
right,Right-arm fast_caught,2,5,9,0,0,7,42.3,5,174
right,Right-arm medium-fast_caught,2,12,17,1,0,6,42.6,5,211
right,Right-arm medium-fast_caught,2,0,1,0,0,6,21.2,4,81
right,Right-arm fast-medium_caught,1,99,84,7,4,6,49.3,5,300
right,Right-arm medium-fast_caught,1,9,5,1,0,4,17.4,2,136
right,Right-arm medium_caught,2,4,6,1,0,7,17.1,5,55
right,Slow left-arm orthodox_caught,2,2,9,0,0,6,22.4,4,85
right,Right-arm offbreak_bowled,1,42,58,3,0,6,47.2,7,202
right,Right-arm fast-medium_lbw,1,11,24,0,0,6,39.3,5,164
right,Right-arm fast-medium_bowled,2,21,21,1,1,6,23.4,4,159
right,Right-arm fast-medium_bowled,1,7,14,0,0,7,31.4,5,132
right,Slow left-arm orthodox_caught,1,15,22,0,1,7,42.4,5,203
right,Legbreak_caught,2,23,23,2,0,7,27.3,5,126
right,Left-arm fast-medium_caught,1,28,60,0,0,7,34.4,5,136
right,Right-arm fast-medium_caught,2,67,78,7,0,7,45.2,6,193
right,Right-arm offbreak_caught,2,17,22,3,0,7,24.1,5,98
right,Right-arm medium_caught,2,10,12,1,0,7,21.2,5,92
right,Right-arm medium-fast_caught,1,3,7,0,0,7,28.1,5,108
right,Right-arm fast-medium_caught,1,24,14,4,0,7,48.4,5,297
right,Right-arm fast_caught,2,65,52,6,1,7,45.5,6,238
right,Left-arm fast-medium_caught,1,129,77,13,5,6,47.3,6,379
right,Left-arm fast-medium_caught,2,41,38,4,1,6,32.1,4,259
right,Right-arm medium-fast_caught,1,13,10,2,0,6,36.2,4,227
right,Right-arm fast_caught,2,4,10,0,0,6,36.1,5,194
right,Right-arm offbreak_lbw,2,0,3,0,0,6,26.2,4,142
right,Left-arm fast_bowled,1,11,10,1,0,5,47.5,3,270
right,Right-arm fast-medium_caught,1,105,76,11,5,4,42.2,4,317
right,Right-arm fast_caught,1,0,1,0,0,4,26.5,2,162
right,Right-arm fast-medium_caught,1,1,6,0,0,6,22.2,4,100
right,Right-arm fast_bowled,1,0,1,0,0,6,27.6,4,156
right,Legbreak_caught,2,93,99,6,1,6,42.3,6,220
right,Left-arm medium-fast_bowled,1,70,45,7,1,6,47.1,4,291
right,Slow left-arm orthodox_caught,1,63,38,3,4,6,49.4,6,308
right,Right-arm fast_lbw,2,57,57,7,0,6,27.1,6,123
right,Right-arm fast-medium_bowled,2,25,26,3,0,6,40.4,4,227
right,Right-arm medium-fast_caught,1,31,36,1,2,5,37.5,3,220
right,Right-arm offbreak_stumped,2,10,9,1,0,6,31.2,4,206
right,Right-arm medium-fast_caught,1,11,15,1,0,5,37.6,3,212
right,Right-arm offbreak_caught,1,14,19,0,0,5,25.6,3,129
right,Legbreak_caught,2,0,7,0,0,6,23.2,4,117
right,Right-arm medium-fast_bowled,1,7,5,0,1,4,37.4,2,232
right,Right-arm fast-medium_caught,1,7,7,1,0,6,34.1,4,198
right,Right-arm fast_caught,1,4,4,1,0,6,4.5,4,20
right,Left-arm fast_caught,1,4,7,0,0,6,34.1,4,148
right,Right-arm fast-medium_bowled,1,2,4,0,0,6,32.3,4,210
right,Right-arm medium_caught,2,4,10,0,0,6,47.5,4,302
right,Left-arm fast_caught,2,42,32,5,0,6,37.1,4,225
right,Right-arm fast-medium_caught,1,0,2,0,0,6,6.2,4,8
right,Right-arm medium-fast_caught,1,21,25,1,1,6,34.6,4,192
right,Legbreak_caught,1,29,23,3,1,6,42.5,5,184
right,Legbreak_caught,1,0,2,0,0,4,38.2,2,267
left,Left-arm fast_caught,2,14,30,1,0,6,31.1,4,108
left,Right-arm offbreak_caught,2,42,36,5,1,1,12.1,0,106
left,Right-arm offbreak_caught,1,56,66,5,1,1,21.1,0,116
left,Right-arm fast-medium_caught,1,0,1,0,0,1,0.1,0,0
left,Right-arm fast-medium_caught,2,6,11,1,0,1,2.2,0,10
left,Left-arm fast_lbw,1,4,3,1,0,1,0.3,0,8
left,Right-arm medium_caught,1,4,8,1,0,1,2.4,0,6
left,Right-arm offbreak_stumped,1,2,4,0,0,6,39.5,4,176
left,Right-arm fast_caught,1,9,16,2,0,2,4.2,0,13
left,Right-arm offbreak_lbw,2,64,68,5,1,1,22.4,1,113
left,Right-arm fast-medium_caught,2,7,13,0,0,1,3.1,0,17
left,Right-arm fast-medium_caught,1,8,8,1,0,1,1.4,0,15
left,Right-arm offbreak_lbw,2,47,41,3,4,1,12.2,0,75
left,Right-arm fast_lbw,1,20,18,2,1,1,5.1,1,28
left,Right-arm fast_caught,1,8,7,2,0,1,1.5,0,9
left,Right-arm fast_bowled,2,106,124,6,5,1,39.2,2,198
left,Right-arm fast-medium_caught,1,14,26,3,0,1,7.3,0,28
left,Right-arm offbreak_caught,2,64,81,4,2,1,26.5,1,134
left,Right-arm fast-medium_bowled,1,33,49,4,1,1,15.1,1,50
left,Right-arm medium-fast_caught,2,0,2,0,0,1,0.2,0,0
left,Right-arm offbreak_stumped,2,42,37,6,1,1,10.1,0,56
left,Right-arm fast-medium_caught,1,0,4,0,0,1,0.4,0,0
left,Left-arm fast-medium_caught,1,19,15,2,1,2,5.1,0,26
left,Right-arm fast-medium_lbw,2,19,29,2,0,2,10.5,2,62
left,Right-arm fast-medium_caught,2,34,33,6,0,1,7.6,0,50
left,Right-arm fast-medium_caught,1,7,9,1,0,1,3.4,0,26
left,Left-arm medium-fast_caught,2,37,25,4,2,1,5.3,0,57
left,Right-arm fast-medium_lbw,1,0,6,0,0,1,0.6,0,4
left,Right-arm fast-medium_caught,1,4,6,1,0,1,0.6,0,5
left,Right-arm fast-medium_caught,2,0,3,0,0,1,0.3,0,0
left,Right-arm fast-medium_caught,2,9,10,1,0,2,4.1,0,27
left,Right-arm fast-medium_caught,1,0,4,0,0,2,1.5,0,6
left,Right-arm offbreak_caught,2,31,41,3,0,2,14.1,1,69
left,Right-arm fast-medium_caught,1,0,2,0,0,2,0.3,0,3
left,Left-arm medium_caught,1,24,13,2,2,6,40.4,4,289
left,Right-arm fast-medium_caught,1,3,10,0,0,1,1.4,0,3
left,Left-arm fast_caught,1,26,35,4,0,1,8.3,0,44
left,Left-arm fast_caught,2,68,25,13,2,1,8.2,0,92
left,Right-arm medium-fast_caught,2,20,18,3,0,1,7.5,1,42
left,Left-arm fast_caught,1,0,2,0,0,1,0.2,0,0
left,Right-arm fast-medium_caught,2,99,92,6,4,1,30.2,1,196
left,Right-arm fast-medium_caught,2,50,47,2,2,1,18.3,2,103
left,Right-arm medium_caught,1,32,38,4,0,1,9.1,1,47
left,Right-arm fast-medium_caught,1,135,128,16,2,1,42,2,309
left,Left-arm fast-medium_caught,1,24,23,4,0,1,7.2,1,50
left,Right-arm fast_caught,1,9,25,0,0,1,8.2,1,32
left,Left-arm fast-medium_lbw,2,6,15,0,0,1,3.6,0,9
left,Left-arm fast_bowled,1,1,2,0,0,1,0.4,0,3
left,Left-arm fast-medium_lbw,1,54,53,5,1,7,45.6,5,261
left,Left-arm fast_bowled,1,11,20,1,0,7,35.5,5,154
left,Legbreak googly_caught,1,6,14,0,0,7,32.3,4,130
left,Right-arm offbreak_lbw,1,14,27,2,0,6,30.6,5,145
left,Right-arm medium_caught,2,21,27,4,0,2,10.2,0,56
left,Right-arm fast-medium_bowled,1,7,7,1,0,2,2.4,0,18
left,Left-arm fast-medium_caught,2,14,13,2,0,2,6.1,2,42
left,Right-arm offbreak_caught,2,80,83,8,2,1,24.6,2,132
left,Right-arm offbreak_bowled,2,1,3,0,0,1,2.1,0,2
left,Right-arm fast-medium_caught,2,49,57,4,1,1,21.5,1,103
right,Right-arm fast-medium_caught,1,41,53,3,0,7,45.5,5,202
right,Right-arm fast-medium_lbw,1,20,21,1,0,7,45.4,8,211
right,Right-arm fast-medium_caught,1,15,13,1,0,7,49.1,5,263
right,Right-arm medium-fast_caught,1,12,15,1,0,7,40.2,5,178
right,Right-arm offbreak_stumped,2,33,37,1,0,7,34.5,7,189
right,Right-arm fast-medium_caught,2,5,4,1,0,4,39.5,2,220
right,Right-arm medium-fast_caught,2,26,37,2,1,7,35.6,5,163
right,Right-arm fast-medium_caught,1,11,4,1,1,7,49.1,5,254
right,Legbreak googly_bowled,1,25,32,1,0,7,45.5,8,176
right,Slow left-arm orthodox_bowled,1,1,3,0,0,7,45.6,5,225
right,Slow left-arm orthodox_caught,1,5,9,1,0,4,18.6,2,142
right,Legbreak googly_caught,2,26,39,0,0,5,25.5,1,142
right,Right-arm medium-fast_caught,2,8,13,0,0,6,32.5,4,147
right,Right-arm medium_caught,1,21,20,2,0,5,19.1,4,77
right,Right-arm medium-fast_caught,1,8,11,1,0,5,19.1,3,60
right,Right-arm fast-medium_caught,2,19,16,2,1,5,31.4,3,174
right,Right-arm medium-fast_bowled,1,31,19,4,0,6,47.6,6,301
right,Legbreak googly_caught,1,36,62,2,0,3,29.2,1,131
right,Left-arm medium-fast_caught,1,10,15,2,0,3,8.5,1,49
right,Legbreak googly_caught,1,101,118,6,2,3,44.1,5,216
right,Slow left-arm orthodox_caught,2,12,15,2,0,3,6.5,1,39
right,Left-arm medium-fast_bowled,1,77,105,3,0,3,45.4,6,199
right,Right-arm fast_caught,1,10,20,2,0,4,11.3,3,34
right,Slow left-arm orthodox_bowled,2,104,112,7,0,4,48.5,6,267
right,Slow left-arm orthodox_caught,2,67,74,6,1,4,43.5,4,264
right,Right-arm offbreak_bowled,2,37,47,2,1,4,27.6,2,158
right,Right-arm fast-medium_caught,2,47,52,6,0,4,39.4,2,216
right,Right-arm offbreak_stumped,1,40,50,5,0,3,17.4,3,60
right,Right-arm fast-medium_bowled,1,5,9,1,0,4,10.3,2,70
right,Slow left-arm orthodox_caught,1,4,11,0,0,5,16.3,3,95
right,Left-arm fast-medium_caught,1,95,98,8,1,3,42.5,2,339
right,Right-arm offbreak_caught,1,72,88,7,1,3,32.3,3,177
right,Right-arm fast-medium_lbw,2,65,69,7,0,3,26.4,3,148
right,Right-arm fast-medium_caught,1,105,93,11,2,3,34.1,1,197
right,Right-arm medium-fast_caught,1,21,38,1,0,3,35.2,4,190
right,Legbreak_caught,1,44,54,3,1,3,30.6,2,164
right,Legbreak_caught,1,70,87,7,0,3,33.3,2,171
right,Legbreak_caught,2,25,33,3,0,3,15.5,1,75
right,Left-arm fast-medium_lbw,1,5,12,0,0,3,6.2,1,25
right,Right-arm fast_caught,2,12,28,1,0,3,9.1,1,31
right,Left-arm medium_caught,2,149,135,11,2,3,49.1,4,308
right,Right-arm fast-medium_bowled,2,46,47,4,0,3,40.5,2,244
right,Slow left-arm orthodox_caught,2,41,45,5,0,3,18.5,1,112
right,Right-arm fast-medium_caught,1,51,29,4,3,4,45.4,3,298
right,Right-arm fast-medium_caught,1,28,37,3,0,3,11.5,1,64
right,Right-arm fast-medium_bowled,2,18,17,3,0,3,5.2,1,33
right,Right-arm fast-medium_caught,2,2,12,0,0,3,19.3,1,133
right,Legbreak_lbw,2,21,35,1,0,3,18.4,2,94
right,Right-arm offbreak_lbw,2,6,10,1,0,4,19.2,2,92
right,Left-arm medium-fast_lbw,2,8,10,0,0,4,7.5,2,21
right,Right-arm fast-medium_caught,1,74,95,5,2,3,34.1,1,171
right,Right-arm fast-medium_caught,1,46,59,4,0,3,30.2,3,152
right,Right-arm offbreak_caught,2,58,92,5,0,3,37.5,3,190
right,Slow left-arm orthodox_caught,2,30,33,5,0,3,9.2,2,41
right,Right-arm fast-medium_lbw,1,8,11,2,0,3,12.4,2,90
right,Right-arm fast_caught,2,14,12,2,0,3,6.1,1,29
right,Right-arm fast_bowled,1,108,107,9,1,3,46.2,4,325
right,Slow left-arm chinaman_lbw,1,21,36,2,0,3,14.4,3,49
right,Legbreak googly_bowled,2,0,2,0,0,3,13.6,1,72
right,Left-arm fast-medium_caught,1,164,157,14,4,3,47.2,5,302
right,Right-arm medium-fast_caught,1,72,76,6,1,3,39.1,2,248
right,Left-arm fast-medium_caught,1,0,7,0,0,3,3.6,1,11
right,Left-arm fast_caught,1,0,1,0,0,3,4.4,1,13
right,Slow left-arm orthodox_bowled,1,60,101,2,0,3,42.3,5,193
right,Right-arm medium-fast_lbw,1,49,48,5,0,3,35.5,2,213
right,Left-arm fast_caught,1,4,2,1,0,3,41.5,1,288
right,Right-arm fast_caught,1,56,77,5,0,3,32.1,3,181
right,Right-arm medium-fast_caught,2,1,5,0,0,3,4.6,1,20
right,Right-arm medium-fast_caught,2,59,76,8,0,3,29.5,4,138
right,Slow left-arm chinaman_caught,1,63,71,5,0,3,41.6,2,243
right,Right-arm fast-medium_caught,1,3,5,0,0,4,37.1,2,236
right,Right-arm offbreak_lbw,1,16,25,1,0,3,19.3,1,100
right,Legbreak_caught,1,23,18,3,0,3,10.5,1,58
right,Right-arm offbreak_lbw,1,18,25,0,1,3,19.4,1,110
right,Right-arm fast_caught,2,45,66,1,0,4,33.6,3,181
right,Legbreak_caught,2,4,16,0,0,4,13.5,2,70
right,Right-arm offbreak_stumped,2,12,23,0,0,4,21.4,2,119
left,Right-arm medium_bowled,1,67,69,4,2,1,22.6,3,122
left,Right-arm fast-medium_caught,1,1,5,0,0,2,3.1,0,22
left,Right-arm medium_bowled,1,16,18,1,0,7,49.2,6,265
left,Right-arm offbreak_caught,1,45,67,2,1,1,27.4,2,117
left,Right-arm fast-medium_caught,1,5,7,1,0,1,1.5,0,5
left,Right-arm fast-medium_caught,1,56,66,2,1,6,39.2,4,201
left,Right-arm fast-medium_lbw,2,9,12,1,0,1,3.1,1,18
left,Right-arm fast-medium_caught,1,64,72,4,1,2,23.6,0,136
left,Right-arm offbreak_bowled,1,14,19,2,0,1,4.2,0,22
left,Slow left-arm orthodox_caught,1,49,74,3,0,1,24.1,3,123
left,Right-arm offbreak_caught,1,0,1,0,0,7,43.1,5,162
left,Right-arm offbreak_caught,1,3,10,0,0,8,37.1,6,136
left,Right-arm offbreak_bowled,1,2,11,0,0,3,9.6,1,38
left,Right-arm medium-fast_caught,2,15,36,2,0,7,33.6,5,179
left,Right-arm fast_caught,1,26,17,1,2,8,49.4,8,279
left,Right-arm medium-fast_caught,1,6,8,1,0,7,46.5,6,223
left,Right-arm fast-medium_caught,1,0,1,0,0,7,32.3,5,96
left,Right-arm offbreak_stumped,1,12,41,0,0,1,14.3,2,49
left,Right-arm offbreak_caught,1,75,108,2,1,1,34.6,1,168
left,Legbreak googly_caught,2,10,29,0,0,2,10.6,1,42
left,Left-arm fast_bowled,1,7,8,1,0,1,1.4,0,8
left,Slow left-arm orthodox_bowled,2,22,46,1,0,6,35.3,4,159
left,Right-arm fast_caught,1,8,21,0,0,6,16.5,7,38
left,Right-arm medium-fast_caught,1,31,53,1,0,6,42.3,7,166
left,Right-arm fast-medium_lbw,1,23,28,4,0,1,9.6,1,37
left,Right-arm offbreak_caught,1,16,28,1,0,6,22.6,4,93
left,Right-arm fast-medium_caught,2,1,4,0,0,7,35.6,5,136
left,Right-arm offbreak_lbw,1,29,57,3,0,2,18.6,2,74
left,Right-arm fast-medium_caught,2,31,23,4,1,7,19.1,5,127
left,Right-arm fast-medium_bowled,1,0,1,0,0,7,46.3,5,283
left,Right-arm offbreak_caught,1,36,40,3,0,7,42.2,5,209
left,Right-arm fast-medium_caught,1,0,1,0,0,4,9.5,2,48
left,Right-arm medium_caught,2,23,42,1,0,3,20.4,1,110
left,Right-arm fast-medium_bowled,1,31,46,2,0,7,42.5,6,176
left,Right-arm fast-medium_caught,1,35,40,2,0,7,45.4,6,256
left,Right-arm fast_caught,1,19,29,2,0,7,34.2,5,125
left,Left-arm medium-fast_caught,2,52,59,4,1,7,44.2,5,219
left,Slow left-arm orthodox_bowled,2,3,6,0,0,7,45.1,6,267
left,Right-arm fast-medium_caught,1,1,2,0,0,8,48.1,5,295
left,Right-arm fast-medium_bowled,2,42,41,5,0,7,43.6,9,207
left,Right-arm fast-medium_caught,2,6,10,0,0,7,38.1,5,215
left,Right-arm fast-medium_caught,1,36,27,2,1,7,47.3,5,320
left,Left-arm medium-fast_caught,2,37,38,3,2,7,20.1,6,120
left,Slow left-arm orthodox_caught,2,2,9,0,0,7,32.3,5,197
left,Right-arm fast_caught,2,17,26,1,0,7,39.6,7,184
left,Right-arm fast_caught,2,2,11,0,0,7,19.4,5,83
left,Right-arm fast_lbw,1,24,14,3,0,7,48.6,5,274
left,Right-arm medium-fast_bowled,1,5,3,1,0,7,48.6,5,257
left,Slow left-arm chinaman_caught,2,26,34,0,0,4,24.6,2,128
left,Right-arm medium-fast_caught,2,76,88,3,0,5,39.6,5,182
left,Right-arm offbreak_stumped,2,42,46,3,0,6,38.1,4,187
left,Right-arm offbreak_caught,2,3,13,0,0,2,3.2,0,11
left,Left-arm medium-fast_caught,2,33,33,5,0,7,31.3,6,185
left,Slow left-arm orthodox_lbw,1,52,58,5,2,7,36.1,8,167
left,Right-arm fast-medium_caught,2,7,7,0,0,7,42.5,5,248
left,Right-arm fast-medium_bowled,1,38,22,1,3,7,48.5,6,311
left,Left-arm fast-medium_bowled,1,11,5,1,1,6,48.5,4,357
left,Slow left-arm orthodox_caught,1,14,23,0,0,7,45.2,5,226
